sex,birth,education,family,job,rich,religion,voting,politics,x,y,location,lang
m,1973,1,1,6,7,8,2,3,-0.18,-0.43,32,r
f,1971,2,1,10,2,1,2,1,-0.38,-0.3,32,r
f,,1,2,9,1,1,11,1,0.08,-0.2,32,r
f,1985,1,1,16,2,1,5,1,0,-0.7,,r
m,,1,2,7,2,8,11,1,0.28,-0.08,68,r
m,1979,1,1,7,6,1,2,3,0.08,-0.43,32,r
f,1980,1,1,3,3,8,10,1,-0.25,-0.3,,r
m,1981,1,1,14,2,8,6,4,0.03,-0.15,74,r
m,,1,2,14,2,8,1,1,0.45,-0.25,56,r
m,1986,1,1,16,3,8,10,1,-0.13,-0.3,63,r
m,1984,1,2,14,6,8,1,3,-0.18,-0.25,,r
m,1986,1,2,6,2,8,6,1,-0.03,-0.2,0,r
m,,,2,5,,,,,0,-0.23,0,r
m,1974,1,4,4,5,8,11,2,-0.08,-0.45,0,r
m,1984,5,2,13,3,8,11,4,0.13,-0.38,0,r
m,1983,1,2,11,3,9,11,2,-0.9,-0.8,0,r
m,1995,3,2,11,2,8,7,2,0.23,-0.58,0,r
m,1980,2,1,8,7,8,11,2,-0.18,-0.7,0,r
m,1973,6,4,5,4,8,6,1,-0.23,-0.18,0,r
m,1983,1,1,2,5,1,11,3,-0.55,0.08,14,r
m,,3,1,6,4,1,1,1,-0.13,-0.08,,r
m,1976,2,1,7,7,8,11,3,-0.08,-0.65,0,r
m,1979,1,4,4,3,9,11,1,0,-0.63,,r
m,1982,1,1,6,,1,,1,-0.13,-0.1,,r
m,1984,1,1,16,,8,,2,-0.18,-0.5,0,r
m,1986,2,2,3,2,1,6,2,-0.1,-0.35,,r
m,1996,3,2,7,7,9,6,2,-0.25,0.48,0,r
m,1964,1,1,11,4,8,2,2,-0.4,-0.5,,r
m,,,,5,,,,,0.25,-0.3,,r
f,,3,2,9,,8,,,-0.3,-0.73,,r
m,1982,1,1,6,6,8,11,3,0,-0.53,0,r
m,1993,1,2,6,3,8,6,3,-0.05,-0.73,0,r
f,1985,1,3,2,2,8,11,3,-0.35,-0.43,0,r
m,,3,2,2,4,8,11,1,-0.5,-0.45,,r
m,1990,1,1,14,4,8,6,1,0.25,-0.6,0,r
m,1963,1,1,6,5,8,11,2,0.15,-0.58,0,r
m,1960,3,3,2,5,1,11,1,0.03,-0.48,0,r
m,1980,3,1,8,7,8,11,1,0.03,-0.93,0,r
m,1960,1,1,7,6,1,11,1,0.3,-0.58,0,r
m,1992,1,1,8,4,8,10,1,-0.25,-0.45,,r
,,,,5,,,,,-0.08,-0.7,0,r
f,1980,1,4,7,4,8,6,1,-0.33,-0.53,,r
m,1987,1,2,6,6,8,6,2,0.18,-0.75,0,r
m,1994,3,2,5,3,8,6,2,0.03,-0.03,,r
m,1986,1,2,14,4,8,6,1,0.13,-0.7,,r
f,1989,3,2,3,4,8,11,1,0.08,-0.2,,r
f,1960,1,1,1,,8,,2,-0.13,-0.55,0,r
f,1971,3,1,3,,8,11,1,-0.4,-0.55,,r
m,1965,1,1,4,5,8,11,1,0,-0.2,,r
m,1988,1,2,10,6,8,6,3,-0.43,-0.55,,r
f,1964,1,1,4,7,8,11,3,-0.3,0.08,,r
m,,1,1,6,6,1,6,2,0.1,-0.43,0,r
m,1983,1,1,7,5,1,11,1,0.08,-0.53,0,r
m,1981,1,2,2,4,8,11,2,0.08,-0.5,,r
m,1989,3,2,11,4,8,11,1,0.18,-0.65,0,r
m,1954,1,3,5,2,8,11,1,0,-0.38,,r
m,1980,4,3,15,3,8,11,2,0.65,-0.8,0,r
m,,1,2,5,,8,,1,0.13,-0.63,0,r
m,1991,1,1,6,5,8,6,1,0.15,-0.73,0,r
m,,3,2,2,5,8,11,1,-0.68,-0.93,,r
m,1981,1,2,6,3,8,6,2,-0.05,-0.45,0,r
m,1983,1,1,4,5,8,11,1,0.03,-0.48,0,r
m,1997,5,2,4,2,1,11,1,-0.45,-0.13,0,r
m,1968,1,2,16,3,1,1,3,0,-0.43,0,r
m,1976,1,1,4,,8,11,1,-0.63,-0.63,0,r
m,,1,1,6,1,8,11,1,0.05,-0.5,0,r
f,1985,3,1,14,5,8,11,1,0.23,-0.63,,r
,,3,2,2,4,8,11,3,-0.03,-0.65,0,r
m,1985,5,2,6,7,8,6,3,0.03,-0.28,0,r
m,1958,3,1,4,5,1,11,3,-0.05,-0.18,0,r
m,1977,5,3,14,3,8,6,2,0.23,-0.63,14,r
m,1981,3,1,6,6,8,11,1,-0.15,-0.35,0,r
f,1966,1,1,12,2,8,1,1,0.05,-0.33,,r
m,1986,3,2,6,5,8,11,1,-0.05,-0.45,0,r
f,1962,1,3,13,5,8,11,1,-0.25,-0.18,,r
f,1985,3,2,9,1,8,10,1,-0.7,-0.38,0,r
m,1987,1,2,6,6,8,11,1,-0.03,-0.43,0,r
m,1975,1,2,6,6,2,11,2,0.73,-0.15,0,r
m,1954,1,1,6,5,4,11,1,0.08,-0.13,0,r
f,1962,1,1,12,4,1,11,,-0.5,0.18,53,r
m,1971,1,1,8,3,8,6,1,0.03,-0.83,0,r
m,1980,3,2,8,6,5,11,1,0.15,-0.43,,r
m,,1,1,4,6,5,11,1,0.08,0,,r
m,,1,1,16,4,8,6,3,0.08,-0.18,0,r
f,1965,3,1,2,2,9,6,1,0.03,-0.48,,r
m,1975,1,2,2,4,8,11,1,-0.5,-0.68,,r
m,,1,1,2,5,8,11,3,-0.63,-0.68,,r
m,1969,1,1,6,7,5,11,3,-0.1,-0.33,0,r
m,1982,1,1,6,6,8,11,1,0.2,-0.78,0,r
m,1981,1,1,6,7,8,11,2,-0.55,-0.7,0,r
m,1982,1,1,6,6,5,11,2,0.13,-0.45,43,r
m,1977,3,1,1,4,8,11,4,-0.28,-0.3,,r
m,,1,2,7,5,8,1,2,0.03,-0.28,,r
m,1980,1,1,5,6,8,11,3,-0.25,-0.7,,r
m,1995,3,2,9,1,6,11,1,0.2,0.38,0,r
m,1968,1,1,6,7,8,6,2,-0.05,-0.3,,r
m,,3,3,4,4,8,4,1,-0.05,-0.15,0,r
m,1984,1,1,8,6,1,11,2,0.15,-0.8,,r
m,1984,1,1,8,5,1,11,1,0,0.15,0,r
m,1963,6,2,5,4,9,6,3,0.18,-0.4,,r
m,,1,2,16,6,9,11,1,0.3,-0.55,,r
m,,1,1,6,4,8,11,3,0.45,-0.78,,r
f,1963,1,1,3,,8,11,4,-0.18,-0.35,0,r
m,1992,3,,16,7,8,10,1,-0.7,-0.53,51,r
m,1995,5,2,16,1,8,3,2,-0.2,-0.18,51,r
m,1984,2,1,3,2,8,2,1,-0.05,-0.4,51,r
f,1987,1,1,16,2,8,2,2,0.03,-0.35,51,r
f,1999,5,2,9,1,8,11,1,0.1,-0.58,,r
m,1984,1,1,6,6,8,2,2,0.18,-0.65,51,r
m,1994,3,2,2,,1,10,2,0.03,-0.2,51,r
f,,1,3,3,2,1,11,3,-0.45,0.03,,r
f,1975,1,1,11,4,8,11,1,-0.35,-0.2,51,r
m,1989,1,2,6,4,1,6,3,-0.25,-0.68,32,r
m,,3,1,4,4,1,2,1,-0.18,-0.05,14,r
m,1968,1,1,4,5,1,11,3,-0.23,-0.05,,r
m,1970,1,1,10,5,1,11,2,-0.33,-0.58,0,r
f,1990,1,1,3,2,8,2,1,0,-0.25,,r
m,1976,1,1,3,2,8,10,1,-0.1,-0.05,,r
m,1995,3,2,13,1,8,10,2,0,-0.23,61,r
m,1988,1,1,6,2,1,2,1,0.3,-0.18,61,r
m,1986,1,2,10,2,2,11,1,0.13,0.18,61,r
m,1987,1,1,8,2,8,11,3,0.48,-0.53,,r
m,1959,1,3,16,3,2,3,2,0.35,-0.23,,r
f,,1,3,3,2,2,3,2,0.03,0,,r
m,1993,1,2,3,1,9,10,1,-0.05,-0.4,61,r
m,1976,1,1,13,4,2,2,2,0.18,0.18,61,r
m,1990,1,2,7,3,8,10,2,0.33,-0.3,61,r
m,1992,1,1,9,1,2,2,1,-0.15,-0.48,61,r
f,1977,3,1,12,2,8,2,1,-0.15,-0.38,61,r
m,1985,1,2,6,4,8,2,2,0.1,-0.8,61,r
f,1997,3,2,9,1,8,11,3,-0.18,-0.4,,r
f,,1,4,6,2,8,2,3,-0.38,-0.7,61,r
f,,1,4,6,2,8,,,-0.2,-0.53,,r
m,,1,2,6,2,8,2,1,-0.08,-0.08,61,r
f,1981,1,1,16,2,2,10,1,-0.2,-0.2,61,r
f,1970,1,1,10,1,2,10,1,-0.7,-0.28,61,r
f,,1,2,5,3,8,2,1,-0.25,-0.05,61,r
f,,1,4,11,3,4,2,3,-0.4,0.1,,r
m,1991,3,2,14,2,1,1,1,-0.25,0.18,61,r
m,,1,1,14,5,2,11,1,0.45,-0.8,61,r
m,,3,2,9,1,2,11,3,-0.23,-0.08,,r
m,1991,1,2,6,3,8,6,4,0,-0.25,61,r
m,,1,2,11,2,1,2,1,0,-0.38,61,r
f,1988,2,1,3,1,2,1,3,-0.25,0.3,61,r
m,1973,1,1,3,2,2,10,1,-0.08,0.2,61,r
f,1982,2,3,3,2,1,10,2,-0.08,-0.4,61,r
m,,2,1,10,3,1,,,-0.35,-0.25,61,r
m,1964,1,1,11,2,1,6,3,-0.13,0.1,,r
m,1977,2,1,11,6,1,11,1,0.25,-0.7,,r
m,1964,1,1,11,2,1,10,2,-0.4,0.18,61,r
m,1964,1,1,5,2,1,10,1,-0.18,0.4,61,r
m,,1,1,16,2,8,10,1,0,-0.35,61,r
m,,1,1,16,2,1,10,3,-0.38,0.13,61,r
f,1971,2,1,3,4,5,10,3,-0.38,-0.28,,r
m,1970,1,1,6,6,1,11,3,-0.23,-0.03,0,r
m,,1,1,6,1,8,10,1,-0.25,-0.05,32,r
m,1985,1,2,4,3,9,2,3,-0.25,-0.43,12,r
m,1988,1,2,3,7,8,11,2,-0.35,-0.85,,r
m,1969,1,1,3,3,8,11,2,0.5,-0.4,0,r
f,,1,1,16,4,8,11,2,-0.05,-0.63,,r
m,1963,1,1,6,6,8,11,1,0.18,-0.38,,r
m,1991,1,2,10,6,8,6,3,0.05,-0.63,0,r
m,1971,3,2,6,5,8,1,1,-0.2,-0.35,,r
m,1968,1,2,13,1,9,11,3,-0.13,-0.63,,r
m,1980,1,3,6,4,8,11,3,-0.08,-0.28,0,r
f,1983,1,1,16,2,1,2,1,-0.3,-0.1,53,r
m,1996,3,2,9,2,8,11,4,-0.25,-0.58,,r
f,1990,1,1,4,1,1,11,1,-0.63,-0.03,14,r
m,1989,1,2,8,4,1,1,2,-0.35,0,14,r
f,1961,1,2,1,1,8,9,1,-0.15,-0.45,,r
f,1981,1,1,1,3,1,2,1,-0.33,-0.05,14,r
f,1992,1,1,3,2,1,10,2,-0.43,0.28,14,r
m,1995,3,2,9,1,3,10,1,0.25,-0.65,14,r
m,1992,3,2,16,1,8,2,1,0.08,-0.53,14,r
m,1973,1,1,6,3,1,1,1,-0.28,-0.38,14,r
m,1977,1,2,11,2,1,2,1,0.15,-0.1,14,r
f,1974,1,1,13,,1,10,1,-0.1,-0.4,14,r
f,,1,1,5,,,,,-0.43,-0.1,14,r
m,,1,3,5,2,1,11,1,-0.03,0.18,14,r
f,,1,1,7,2,1,11,3,-0.35,-0.05,14,r
f,1970,1,1,4,2,8,10,1,-0.6,0.23,14,r
m,1998,3,4,9,1,1,1,3,0,-0.35,14,r
m,1982,1,2,6,6,8,1,1,-0.13,-0.53,14,r
m,1994,3,2,9,1,4,2,1,-0.55,-0.4,14,r
m,1973,1,3,7,3,1,6,1,-0.08,-0.35,14,r
f,1961,1,4,2,1,1,7,3,-0.45,-0.15,,r
f,1984,3,1,2,2,8,1,1,-0.28,-0.7,14,r
f,1988,1,1,6,3,1,10,1,-0.25,-0.65,14,r
f,1975,1,1,3,3,1,2,1,-0.28,-0.48,14,r
f,1980,1,2,16,1,1,10,3,-0.18,-0.3,14,r
m,1995,3,2,9,1,9,11,3,-0.2,-0.03,14,r
m,1979,1,4,14,6,1,1,1,-0.05,-0.03,14,r
m,1960,1,1,7,7,9,10,1,0.53,-0.25,14,r
f,1959,3,1,16,2,1,5,1,0.03,-0.25,14,r
f,,1,2,7,2,8,5,1,-0.13,0,,r
m,,5,2,5,2,1,11,3,-0.45,-0.2,,r
m,1989,1,1,6,6,8,11,1,-0.03,-0.7,0,r
f,1977,1,1,2,3,1,6,1,-0.1,-0.43,,r
m,,1,1,6,5,8,1,1,0.15,-0.5,,r
m,,1,3,4,4,1,7,1,-0.28,-0.05,,r
f,1965,6,4,16,2,3,11,1,-0.38,-0.33,0,r
f,1993,1,1,13,1,8,11,1,-0.55,-0.63,,r
m,,1,1,3,2,8,6,1,0.28,-0.68,0,r
m,1993,1,2,6,2,8,7,3,-0.08,-0.53,46,r
f,1972,3,1,12,4,8,6,2,-0.03,-0.8,,r
f,,1,2,5,,1,,1,-0.33,-0.1,0,r
m,1969,5,1,6,5,2,11,1,-0.2,-0.25,0,r
f,1989,1,2,11,3,8,11,3,-0.1,-0.5,0,r
m,1977,1,1,3,4,8,11,2,-0.5,-0.33,0,r
f,1980,1,1,6,5,8,11,1,-0.33,-0.13,0,r
f,1982,1,4,3,3,8,6,1,-0.35,-0.03,,r
m,,1,1,16,,8,,,-0.28,-0.05,,r
m,1991,1,1,5,5,8,11,1,0.18,-0.2,0,r
f,1967,1,1,2,4,1,6,2,-0.18,-0.55,0,r
m,,2,1,3,4,8,2,1,0.2,-0.43,,r
m,1994,3,2,9,,8,11,1,-0.2,-0.33,0,r
m,1987,3,1,6,5,9,11,1,-0.03,-0.48,0,r
m,1985,1,2,4,7,8,11,1,0,-0.08,0,r
f,1971,1,2,11,,8,,3,0.1,-0.85,0,r
m,1962,1,1,3,7,1,11,1,0.1,-0.65,,r
m,1991,1,2,16,2,8,11,2,0.38,-0.85,0,r
m,1984,1,2,3,4,8,11,1,0.03,-0.78,0,r
m,1981,5,3,8,2,3,11,3,-0.2,-0.58,0,r
m,1975,1,1,6,5,9,2,2,0.3,-0.18,,r
f,,,,5,,,,,-0.45,-0.05,,r
,,,,5,,,11,2,-0.05,0.1,,r
m,1963,1,1,7,7,5,11,1,-0.05,-0.78,,r
m,,1,1,4,6,1,11,1,0.18,-0.3,0,r
,,,,5,,,,,-0.28,-0.75,,r
m,1995,3,2,9,,1,10,2,-0.18,-0.08,0,r
m,1985,1,2,3,3,8,11,2,-0.63,-0.6,,r
m,1956,1,1,4,2,8,11,1,-0.15,-0.38,14,r
m,1980,1,1,7,5,1,11,2,-0.15,0.25,14,r
m,1962,1,1,4,6,1,11,1,-0.05,-0.3,,r
m,1978,1,1,11,3,1,2,1,-0.03,-0.3,7,r
f,1985,1,1,12,5,1,11,1,0.08,-0.3,14,r
m,,3,2,9,1,8,2,2,-0.18,-0.35,14,r
m,,3,2,13,,1,11,1,0.08,-0.38,14,r
m,1986,1,4,7,5,8,11,3,-0.53,-0.38,63,r
m,1990,1,2,7,4,8,11,3,-0.15,0.03,0,r
m,1975,1,1,7,5,8,7,1,-0.15,-0.4,,r
m,1991,1,2,16,4,8,11,1,-0.08,-0.48,0,r
m,1978,1,1,6,7,8,11,1,-0.35,-0.28,,r
m,1970,1,1,5,4,1,11,1,-0.58,0,0,r
m,,5,3,5,5,1,11,1,-0.35,-0.03,,r
m,1987,1,1,7,7,8,11,1,0.48,-0.5,0,r
m,1995,3,2,6,1,2,11,4,-0.43,-0.1,,r
m,,1,2,9,2,1,11,1,-0.25,-0.28,0,r
m,1990,1,2,6,6,8,11,3,0.15,-0.68,0,r
m,1982,1,3,11,4,8,11,1,-0.1,-0.28,0,r
f,1971,1,2,8,3,1,11,3,-0.13,-0.05,0,r
m,1990,1,2,6,,8,,1,-0.1,-0.5,0,r
m,1990,1,4,6,3,8,11,1,-0.13,-0.53,0,r
m,1968,3,1,5,7,8,11,2,0,-0.33,0,r
m,,5,1,5,4,8,11,1,0.48,-0.68,,r
m,1991,1,2,6,6,8,11,1,-0.05,-0.85,,r
f,1988,5,1,1,2,1,11,1,-0.58,0.08,,r
m,1990,1,2,9,4,8,,1,-0.13,0.28,0,r
m,1985,5,2,6,3,8,11,1,-0.1,-0.4,0,r
f,1958,1,3,5,1,2,2,2,-0.35,0.13,,r
f,1980,1,1,7,4,8,11,3,-0.1,-0.25,0,r
f,1990,1,1,6,6,8,11,4,-0.15,-0.35,,r
m,1990,1,2,3,2,9,,,-0.03,-0.43,0,r
m,1994,1,2,7,6,8,1,2,0.65,-0.6,,r
f,1977,1,3,6,,8,,,0.38,-0.6,0,r
m,1978,1,1,6,4,8,6,3,0,-0.58,0,r
m,1974,1,1,8,6,8,6,3,0.2,-0.2,0,r
f,1975,5,1,16,6,8,10,3,-0.55,-0.75,0,r
m,1973,1,1,6,6,8,11,3,-0.43,-0.5,,r
f,,1,4,16,,8,,3,0.13,-0.53,,r
m,1990,1,2,6,6,8,11,3,0.03,0.05,0,r
m,1968,1,1,13,2,9,2,1,-0.03,-0.33,46,r
f,1982,1,1,16,1,8,1,1,0.03,-0.48,46,r
m,1987,1,2,6,3,8,11,2,-0.03,-0.73,0,r
f,,1,1,16,1,8,6,2,-0.18,-0.43,,r
m,1969,3,1,2,6,1,11,3,-0.23,-0.28,0,r
m,,2,1,6,6,8,11,1,-0.25,-0.4,0,r
m,1981,1,1,16,6,1,7,3,-0.33,-0.5,,r
f,1984,1,1,6,5,8,11,3,-0.23,-0.6,,r
m,1978,1,1,6,5,8,11,1,0.1,-1,0,r
f,,1,3,2,5,8,11,1,-0.33,-0.6,0,r
m,,3,1,6,6,1,11,1,-0.28,0.15,,r
m,1987,1,1,2,5,8,11,1,0.08,-0.3,,r
f,1986,1,1,2,,8,,1,-0.38,-0.58,,r
m,1975,1,1,7,7,1,6,1,0.38,-0.45,0,r
m,,1,2,11,,8,5,1,-0.28,-0.55,14,r
m,1982,3,4,6,6,8,11,3,-0.08,-0.45,0,r
m,,3,1,2,6,8,1,1,0.15,-0.48,,r
m,1984,1,3,2,6,8,11,3,-0.28,-0.7,0,r
f,1967,1,1,16,7,8,11,2,0.08,-0.7,0,r
m,1990,1,2,6,4,2,11,1,0.13,-0.75,0,r
m,1984,1,1,14,6,8,11,2,0.35,-0.3,0,r
m,1976,5,2,13,1,8,11,2,0.1,-0.65,0,r
m,1954,1,1,5,5,1,6,1,-0.1,-0.63,,r
m,1967,1,1,8,5,1,11,1,-0.35,-0.43,0,r
m,1982,1,1,7,6,1,11,3,-0.18,-0.5,0,r
m,1978,3,2,7,5,8,11,1,0.45,-0.15,0,r
m,,1,1,6,6,8,11,2,0.2,-0.9,0,r
m,1969,1,1,7,4,1,5,3,-0.08,-0.4,,r
f,1969,3,1,11,2,1,6,1,-0.2,-0.75,,r
f,,1,1,5,1,8,1,1,-0.1,-0.28,,r
f,1966,3,4,16,1,1,6,1,-0.08,-0.08,,r
m,1959,3,1,5,1,1,2,1,0.28,-0.4,23,r
m,1973,1,1,16,7,8,5,2,0.1,-0.63,23,r
m,1986,1,1,6,4,3,2,1,-0.13,-0.58,,r
f,1983,2,1,3,2,1,2,1,-0.03,-0.1,12,r
f,1982,1,1,12,1,4,2,1,-0.25,-0.25,12,r
f,1977,1,1,12,4,9,1,1,0.35,-0.55,12,r
m,1987,1,2,7,2,8,1,1,-0.15,0.13,12,r
f,1963,1,1,16,1,8,5,1,-0.28,-0.38,12,r
m,1975,3,1,4,2,8,1,2,0.2,-0.58,12,r
m,1981,1,1,8,3,8,6,4,-0.18,-0.43,12,r
m,1981,1,1,7,6,8,1,2,-0.05,-0.13,12,r
m,,1,2,6,4,8,10,2,0.1,-0.5,12,r
m,1979,1,1,4,2,1,11,3,-0.2,0.2,,r
f,,1,1,12,1,1,2,1,-0.15,-0.4,21,r
f,1980,1,2,5,2,1,3,1,-0.33,-0.13,,r
m,1982,1,1,11,1,1,6,4,0,0.03,,r
m,1978,1,1,3,3,8,1,2,-0.18,-0.1,35,r
f,1986,1,1,13,,9,10,1,-0.03,-0.25,56,r
m,1992,1,2,13,1,3,11,3,-0.2,-0.23,12,r
m,1993,1,4,6,2,8,6,1,-0.15,-0.6,12,r
f,,1,2,3,2,8,2,1,0.35,-0.73,12,r
m,1992,3,4,3,2,8,11,1,-0.05,-0.63,12,r
m,1974,1,1,8,3,8,10,1,0.28,-0.35,12,r
m,1975,5,4,5,1,1,11,3,-0.38,-0.08,65,r
m,1982,2,1,5,2,8,2,1,0.18,-0.73,18,r
m,1986,1,1,6,4,8,10,1,0.13,-0.45,,r
m,1989,1,1,3,3,1,1,3,-0.08,-0.18,18,r
m,1997,6,2,9,1,1,1,1,-0.18,-0.25,18,r
f,,2,1,10,,1,,1,-0.03,-0.33,51,r
f,,3,2,9,1,8,2,1,0.2,-0.53,51,r
m,1987,3,2,14,6,6,11,1,0.4,-0.23,,r
m,1975,5,1,11,3,4,3,1,0.23,0,32,r
m,1991,1,2,6,6,9,2,1,-0.05,-0.33,,r
f,1994,3,2,3,1,1,2,1,-0.28,-0.2,63,r
m,1977,1,1,6,5,8,1,1,-0.05,-0.63,32,r
f,1983,1,1,3,3,1,10,2,-0.1,-0.48,32,r
m,1987,1,2,7,4,1,1,2,0.1,-0.35,32,r
m,1990,2,2,1,5,8,1,3,0.63,-0.73,32,r
f,1959,3,2,8,2,1,1,1,-0.3,-0.38,68,r
m,1976,1,1,6,2,7,10,1,0.05,0.35,7,r
f,1992,1,1,10,1,1,1,1,-0.05,-0.13,74,r
m,1957,1,3,10,1,1,10,1,-0.38,-0.13,74,r
,1957,1,3,10,1,1,10,1,-0.03,-0.25,74,r
m,1980,6,4,16,2,,6,3,0.23,-0.7,,r
m,1980,1,1,6,6,8,11,1,0.05,-0.58,32,r
m,1990,2,2,10,6,8,10,1,-0.03,-0.8,32,r
m,1963,1,1,3,4,1,2,1,-0.2,-0.23,,r
m,1982,1,1,6,5,8,4,1,-0.03,-0.03,32,r
m,,,,5,,,,,-0.28,-0.73,,r
m,1982,3,2,8,2,8,2,1,0.03,-0.33,32,r
f,1962,3,1,5,1,1,11,1,-0.43,-0.7,32,r
m,1985,1,1,6,7,8,5,3,0.23,-0.5,32,r
m,1984,1,2,6,7,1,10,2,0.03,-0.68,32,r
m,1981,2,1,7,6,8,6,3,-0.15,-0.23,32,r
f,1965,1,1,3,4,1,11,3,-0.13,-0.45,32,r
f,1976,1,1,7,1,1,1,3,-0.15,-0.33,,r
m,1976,3,1,16,,8,,,0.03,-0.18,32,r
m,1984,1,1,2,3,2,2,1,-0.08,-0.4,32,r
f,,1,1,3,1,2,2,3,-0.23,-0.13,,r
f,1960,1,1,5,1,8,5,3,-0.45,-0.03,,r
m,1990,1,1,4,2,8,11,1,-0.03,-0.48,32,r
f,1988,1,1,16,1,8,10,1,-0.05,-0.33,32,r
m,1966,1,3,11,4,6,1,1,-0.03,-0.45,,r
m,1980,5,1,6,6,8,1,2,0.2,-0.6,,r
f,1975,1,1,7,2,8,11,3,-0.1,-0.63,,r
m,1986,1,2,6,5,8,1,1,-0.1,-0.85,,r
m,1964,2,1,3,,6,11,2,0.03,-0.23,,r
m,1983,2,1,10,5,1,11,1,0.1,-0.48,0,r
m,,2,1,1,4,8,11,1,0.15,-0.28,,r
m,1995,3,1,6,2,8,10,3,0.45,-0.7,32,r
m,1962,1,1,1,2,5,11,1,0.35,-0.35,,r
f,1982,1,1,2,2,8,2,3,-0.3,-0.2,63,r
m,1995,5,2,9,2,1,10,3,-0.18,-0.4,,r
m,1987,1,2,16,4,1,2,2,-0.4,-0.58,59,r
m,1980,1,2,3,4,1,5,2,-0.18,-0.18,32,r
m,1994,3,2,9,1,5,11,2,-0.1,-0.1,43,r
m,1999,5,2,16,2,1,10,3,0.08,-0.4,,r
m,1991,1,1,6,5,8,3,1,0.15,-0.18,12,r
m,1981,1,1,6,4,8,6,1,0.2,-0.4,,r
m,,3,2,9,,8,,1,0.2,-0.63,0,r
m,,5,2,9,1,8,6,2,0.2,-0.7,0,r
m,,1,2,4,,,,,-0.33,-0.2,,r
f,1982,2,2,3,7,8,11,1,-0.1,-0.2,,r
m,,1,,5,,8,3,2,0.45,-0.5,,r
m,1995,1,2,7,7,8,11,1,0.3,-0.43,0,r
m,,6,3,11,3,2,1,3,-0.08,-0.5,,r
m,1984,1,2,6,7,8,11,1,0.3,-0.75,0,r
m,1977,1,1,7,7,8,2,2,0.23,-0.75,32,r
m,1986,1,1,11,3,6,11,2,-0.07,-0.18,32,r
f,1979,6,1,3,4,1,3,3,0.15,-0.23,32,r
f,1992,1,2,3,3,8,2,2,-0.28,-0.15,32,r
m,1962,2,1,10,4,8,1,2,-0.1,-0.2,,r
,1982,1,2,8,3,8,2,3,-0.05,-0.68,,r
f,,1,1,16,2,8,2,1,-0.05,-0.13,32,r
m,1973,1,1,5,3,1,1,1,-0.05,-0.18,32,r
m,1989,1,1,16,3,8,1,1,0.08,-0.35,32,r
m,1982,1,1,4,4,8,2,1,0.68,-0.5,,r
m,1990,1,2,10,4,3,5,3,-0.2,-0.7,32,r
m,1990,1,2,10,5,1,2,1,0.2,-0.45,32,r
m,1976,1,1,4,2,9,2,1,-0.13,-0.25,32,r
,,,,5,,,,,0.23,-0.4,0,r
m,1971,1,1,3,1,1,10,1,0.15,-0.28,32,r
m,1989,1,1,7,4,1,6,1,-0.28,0.05,32,r
m,1975,1,3,6,6,8,11,3,0.58,-0.33,0,r
f,1969,1,3,2,2,1,2,4,-0.23,-0.13,32,r
m,1961,1,1,6,6,9,11,3,-0.05,-0.55,23,r
m,1980,1,1,16,3,1,5,1,-0.05,-0.3,32,r
f,,1,1,7,3,9,1,2,-0.18,-0.38,63,r
f,1983,1,1,16,2,8,10,2,-0.1,-0.58,32,r
m,1982,1,1,6,3,1,2,2,0.05,-0.2,32,r
f,1979,2,1,3,2,1,6,1,-0.3,-0.63,32,r
m,,2,1,11,7,1,1,1,-0.1,-0.33,,r
m,1983,1,1,3,,1,,1,0,-0.2,32,r
m,1984,1,1,7,7,8,2,2,0.03,-0.65,,r
m,1961,1,1,3,3,1,1,2,-0.18,-0.33,32,r
m,1981,2,2,7,7,1,1,1,0.33,-0.88,,r
f,1985,1,1,3,7,1,1,2,0.43,-0.5,32,r
m,1986,1,1,6,5,8,10,3,0.18,-0.03,12,r
m,1992,1,4,6,3,1,6,3,0.1,-0.2,12,r
m,1987,1,2,6,5,1,11,3,-0.18,-0.1,12,r
m,1989,1,1,6,3,1,7,1,0,-0.23,12,r
m,1987,1,1,6,3,1,2,2,-0.08,-0.25,12,r
m,1963,1,1,6,5,8,10,3,-0.03,-0.45,32,r
m,1970,1,1,11,3,1,1,1,-0.3,-0.1,,r
f,1986,1,1,7,4,1,2,3,-0.13,-0.2,,r
m,,1,2,6,4,1,11,3,0.1,-0.28,,r
m,,1,1,5,5,1,6,1,0,-0.15,32,r
m,,3,4,7,3,8,6,4,-0.15,-0.1,12,r
m,1978,1,2,11,3,8,2,1,0.05,-0.4,23,r
m,1981,1,1,7,6,8,5,2,-0.5,-0.18,32,r
m,1991,3,2,6,6,8,11,1,0.1,-0.78,0,r
f,,1,1,5,3,1,1,1,-0.4,0.18,,r
m,1984,1,2,6,6,1,2,3,-0.13,-0.1,63,r
f,,1,1,3,2,1,2,1,-0.13,-0.23,,r
m,,1,,3,2,1,2,3,-0.18,-0.2,,r
m,1982,1,1,6,3,8,10,2,-0.05,-0.18,63,r
f,1983,2,2,10,6,8,11,3,-0.53,-0.65,0,r
m,1980,1,1,6,2,1,11,3,-0.23,0.15,18,r
f,1983,1,1,6,1,1,1,1,-0.25,0.1,18,r
m,1985,1,4,6,3,8,11,3,0.05,-0.48,12,r
m,1978,1,2,11,4,8,11,1,0.05,-0.7,0,r
m,,5,1,16,2,1,2,3,0.03,0.08,32,r
