sex,birth,education,family,job,rich,religion,voting,politics,x,y,location,lang
m,1966,1,4,2,1,8,3,1,0.05,-0.43,,u
m,1978,1,1,15,3,9,2,1,-0.1,-0.58,32,u
f,1974,2,1,3,1,1,6,1,-0.3,-0.48,,u
m,1974,1,1,2,6,8,10,1,-0.08,-0.08,,u
m,1992,3,2,7,4,8,1,1,0.15,-0.23,32,u
m,1981,1,1,6,6,8,2,2,-0.05,-0.63,63,u
f,1986,1,1,3,2,9,2,1,-0.18,-0.38,63,u
f,1970,1,4,8,2,9,2,1,-0.28,0.18,32,u
f,1960,,,5,,,,,-0.28,0.03,,u
f,1982,1,2,8,4,2,11,1,0,-0.4,32,u
f,1962,1,1,7,4,8,8,3,-0.03,-0.45,,u
m,1978,1,1,6,4,1,10,3,-0.35,-0.25,32,u
f,1985,1,2,5,2,1,6,1,-0.05,-0.5,32,u
m,1997,3,2,9,1,1,11,3,-0.05,-0.3,32,u
m,1965,1,3,5,3,2,11,1,-0.03,0,,u
m,1974,1,1,11,5,8,3,3,-0.25,0.2,,u
f,1995,1,2,6,5,8,6,3,-0.18,-0.48,32,u
m,1958,1,3,16,3,8,11,2,-0.13,-0.45,,u
m,1986,1,1,4,5,8,2,1,-0.05,-0.48,14,u
m,1976,1,1,4,3,8,3,1,0.03,0.15,32,u
f,,1,2,16,5,8,2,3,0.35,-0.6,32,u
f,1980,1,2,3,3,1,10,3,-0.08,-0.25,32,u
m,1983,1,3,5,5,1,6,4,0.2,-0.58,,u
m,,2,3,3,2,1,3,2,-0.08,-0.13,32,u
f,1991,1,2,3,3,,1,3,0.1,-0.53,32,u
m,1997,3,2,9,2,8,11,1,0.7,-0.7,32,u
f,,1,2,16,5,1,10,1,-0.3,-0.28,48,u
f,1966,2,1,3,4,8,2,1,-0.35,-0.43,32,u
f,,1,2,9,,1,1,2,-0.28,0.1,,u
m,1982,1,3,3,6,3,1,1,0.23,-0.35,,u
m,1972,1,1,7,3,1,6,3,0,-0.03,,u
m,1964,1,1,11,4,1,5,1,-0.15,-0.7,32,u
m,1957,1,1,4,3,8,1,1,-0.13,-0.28,,u
m,1979,1,1,5,5,1,10,1,-0.38,0.15,,u
f,1995,3,2,9,3,1,1,3,-0.25,0.18,32,u
f,1994,3,2,9,1,1,2,3,-0.1,-0.4,32,u
m,1966,5,2,4,2,8,11,3,-0.28,-0.18,32,u
m,1969,2,1,3,3,1,1,2,0.18,-0.03,32,u
f,1993,,2,16,3,3,2,,-0.1,-0.28,32,u
m,1972,1,1,4,4,1,2,3,-0.03,-0.23,32,u
f,1960,1,1,3,2,1,1,2,-0.1,-0.43,,u
m,1992,1,2,6,2,8,10,1,-0.25,-0.83,32,u
f,1993,3,2,9,1,8,2,3,-0.25,-0.7,,u
m,1994,3,2,2,3,9,6,4,-0.25,-0.4,32,u
m,1981,1,1,3,6,8,10,1,0.05,-0.23,,u
f,1992,1,2,7,2,8,3,1,-0.18,0.35,32,u
m,1975,3,3,6,3,8,11,1,0.43,-0.25,,u
m,1982,1,3,14,3,1,3,3,-0.2,-0.13,,u
f,1953,1,1,6,6,8,3,1,-0.05,-0.25,32,u
f,1977,1,2,16,4,8,5,1,-0.25,-0.53,,u
f,1992,1,2,2,3,1,2,3,-0.25,-0.68,32,u
m,1972,1,1,8,2,8,1,1,-0.2,-0.73,32,u
m,1983,1,1,7,5,8,1,1,-0.1,-0.3,32,u
m,1979,1,1,7,6,1,11,2,-0.23,-0.33,32,u
m,1984,1,4,2,3,8,10,1,-0.55,-0.68,32,u
m,1992,1,2,7,5,8,10,2,0.75,-0.08,32,u
m,1993,1,2,3,2,9,10,1,0.23,-0.7,,u
f,,1,,5,,8,,,-0.23,-0.18,32,u
f,1984,1,3,2,3,8,6,1,-0.25,-0.73,32,u
f,1988,1,4,16,5,8,11,1,-0.58,-0.85,,u
m,1974,1,3,7,3,1,2,3,0.13,0,32,u
f,,2,1,10,6,9,2,2,-0.08,-0.6,,u
f,1974,1,1,12,2,8,10,1,-0.05,-0.6,,u
m,1988,1,2,16,4,8,11,2,0.4,-0.5,,u
f,1970,1,4,16,1,1,11,4,-0.33,-0.43,,u
f,1992,1,2,7,3,1,11,3,-0.33,-0.28,32,u
f,1977,1,1,7,5,8,11,1,0.03,0,32,u
m,1992,1,2,5,2,9,10,3,-0.05,-0.28,32,u
m,1992,1,4,16,2,8,2,2,0.43,-0.65,32,u
f,1982,1,1,8,4,1,2,3,-0.08,-0.5,,u
m,1978,1,1,6,7,8,1,3,0.2,-0.58,32,u
f,1996,3,2,9,1,1,2,2,-0.15,-0.4,32,u
f,1982,2,1,3,,1,10,1,-0.58,0.2,32,u
f,1988,1,1,6,5,8,11,1,-0.05,-0.33,32,u
f,1978,1,1,7,5,1,10,1,-0.08,0.48,32,u
m,1990,1,2,7,6,2,11,3,0.35,-0.63,46,u
m,1988,3,3,7,1,4,6,2,0.18,-0.3,32,u
m,1994,1,1,10,2,8,11,4,-0.68,-0.75,,u
m,1988,1,2,6,7,9,11,1,0.18,-0.75,32,u
f,,1,2,7,,8,11,3,0,-0.2,32,u
m,,1,1,5,6,1,8,1,0.18,-0.23,32,u
f,1989,1,2,16,5,1,11,2,-0.3,-0.6,32,u
m,1991,3,2,2,2,1,11,3,-0.28,-0.63,,u
m,1995,3,2,9,5,9,2,1,0.7,-0.33,53,u
f,1972,1,1,3,6,1,1,2,-0.15,-0.43,32,u
m,1993,1,2,3,3,8,1,1,0.25,-0.58,32,u
f,1985,3,2,2,2,8,11,3,0.28,-0.75,12,u
m,,1,2,2,4,1,1,1,-0.13,-0.43,,u
f,1981,1,3,3,3,9,10,1,-0.43,-0.48,32,u
m,1970,2,1,16,4,8,1,2,0.08,-0.58,32,u
f,1994,1,2,2,4,8,10,1,-0.13,-0.53,,u
m,1989,3,4,2,2,8,6,1,-0.13,-0.6,,u
f,1980,1,3,2,2,8,1,3,-0.43,-0.73,,u
f,1994,1,2,9,2,8,2,3,-0.38,-0.68,46,u
f,,1,1,10,1,8,11,3,-0.05,0,32,u
m,1973,1,3,3,5,1,2,2,0.05,-0.33,32,u
f,1989,1,2,11,3,3,11,1,-0.55,-0.85,,u
m,1984,1,2,6,7,8,2,1,-0.03,-0.3,32,u
m,1987,1,2,7,6,8,2,2,0.18,-0.58,32,u
f,1996,3,2,9,,2,2,3,0.05,-0.58,32,u
m,1993,1,2,8,4,8,1,3,0.28,-0.25,32,u
m,1977,1,2,3,6,1,11,1,0.18,-0.48,,u
f,1996,3,2,9,5,8,11,1,0.45,-0.05,,u
f,1991,1,2,9,3,8,11,1,0.45,-0.28,32,u
f,1948,1,1,10,2,2,2,1,-0.35,-0.75,32,u
f,1977,1,1,11,4,1,11,3,-0.23,-0.63,,u
m,1990,1,2,10,2,8,11,2,-0.7,-0.55,,u
m,1989,1,2,5,7,1,2,1,0.1,-0.35,32,u
f,1985,1,2,16,1,1,10,3,-0.6,-0.35,32,u
m,1998,5,2,9,4,8,11,1,0.13,-0.5,32,u
f,1996,3,2,9,1,9,11,3,-0.5,-0.78,,u
f,1976,1,1,11,6,8,1,3,0.13,-0.58,32,u
m,1972,5,3,2,1,9,11,1,-0.1,-0.2,,u
m,,1,1,5,2,1,2,2,0.33,-0.53,,u
m,1982,1,3,7,6,8,2,1,0.2,-0.25,32,u
f,1972,1,1,1,1,1,1,,-0.33,0.13,32,u
m,1989,1,2,6,6,8,2,1,0.13,-0.25,32,u
f,1991,1,2,3,3,1,11,1,-0.03,-0.38,32,u
f,1987,1,2,7,5,8,2,1,-0.1,-0.75,32,u
m,1995,3,2,9,1,1,10,1,-0.25,-0.3,32,u
m,1973,1,1,3,2,1,1,1,-0.33,0,32,u
f,1966,3,3,8,2,8,2,1,-0.58,-0.5,32,u
f,,,2,9,,8,,1,-0.43,-0.3,32,u
f,1977,1,1,7,5,9,2,1,-0.08,-0.5,,u
f,1991,1,2,3,4,8,2,3,-0.28,-0.38,32,u
f,1971,1,1,3,1,1,1,1,0.03,-0.28,32,u
m,1984,1,2,3,7,1,11,3,0.25,-0.13,32,u
f,1990,1,2,6,5,1,11,3,-0.25,-0.6,,u
f,1977,1,1,7,7,1,1,1,-0.13,-0.08,,u
m,1976,,1,6,6,8,1,3,-0.28,-0.2,32,u
f,1975,3,2,11,2,1,1,3,-0.35,-0.05,32,u
f,1997,3,2,9,1,8,11,3,-0.18,-0.48,32,u
m,1984,3,2,16,2,8,11,3,-0.05,-0.58,32,u
f,1992,1,2,6,5,9,11,1,0.03,-0.85,32,u
m,1977,1,1,6,3,8,10,2,-0.23,-0.1,32,u
f,1997,3,2,9,1,1,11,1,-0.23,-0.05,,u
f,1983,2,3,2,3,1,1,1,-0.25,-0.1,32,u
f,1979,1,4,16,4,1,1,1,-0.25,-0.33,32,u
f,1992,1,2,3,1,1,,1,0.05,-0.05,7,u
f,1989,1,1,8,2,1,11,3,-0.08,-0.2,7,u
f,,3,2,9,1,2,10,2,-0.03,-0.1,,u
f,1993,1,2,3,3,8,11,3,-0.2,-0.45,46,u
m,1997,3,2,9,1,2,10,3,-0.1,-0.08,46,u
m,1982,1,1,3,4,2,11,2,-0.13,-0.05,,u
f,,3,2,9,1,2,11,3,-0.2,-0.28,,u
m,1992,6,2,3,2,2,9,1,0.25,-0.33,46,u
m,1987,1,2,16,,,,,-0.28,-0.05,,u
m,1993,1,1,1,1,1,11,2,-0.05,-0.15,46,u
m,1998,5,2,5,,,,,0.15,0.05,,u
f,1990,1,2,3,2,1,2,2,-0.1,-0.45,46,u
m,1991,1,2,6,6,8,1,3,0.2,-0.28,46,u
m,1990,3,2,6,5,8,1,3,0.08,-0.35,61,u
m,1996,3,2,6,1,8,2,3,-0.18,-0.28,46,u
f,1997,3,2,9,,8,11,4,-0.1,-0.2,46,u
m,1988,1,1,6,7,8,11,1,0.03,-0.2,14,u
m,1979,1,1,,6,1,2,1,0.08,-0.3,,u
m,1978,1,1,11,3,8,2,3,0.03,-0.23,46,u
m,1987,1,1,16,1,1,1,3,-0.13,0.2,,u
m,1976,1,2,10,4,,11,3,-0.23,-0.35,46,u
m,1974,1,1,6,5,2,2,1,0.33,-0.28,,u
f,1984,1,1,2,2,8,10,3,-0.35,-0.33,,u
f,1986,1,2,7,6,8,10,1,-0.35,-0.38,,u
f,1993,3,2,9,1,1,10,3,-0.28,-0.48,46,u
f,1990,1,2,5,1,2,2,3,-0.13,-0.38,,u
m,1965,5,1,4,1,2,3,1,0.05,-0.05,,u
f,1995,5,2,9,1,2,10,3,-0.03,-0.18,46,u
f,1978,1,2,2,1,9,10,3,-0.28,-0.15,46,u
m,1996,3,2,9,1,8,10,4,0.1,-0.38,46,u
f,,5,2,5,,8,11,1,-0.13,0.13,46,u
m,1997,3,2,6,1,2,6,4,-0.2,0.3,46,u
m,1990,1,2,4,1,2,1,1,-0.1,0.18,46,u
m,1987,1,1,10,2,1,8,1,0.53,-0.23,,u
f,1983,1,1,6,4,8,1,1,0.13,-0.73,46,u
m,1995,3,4,9,1,9,10,2,-0.2,-0.35,9,u
m,1982,1,1,7,6,2,11,2,-0.15,-0.23,,u
m,1990,1,2,3,2,2,3,2,0.05,0.43,,u
f,1990,2,1,6,4,2,10,4,-0.28,-0.45,46,u
m,1990,3,2,6,3,8,1,1,-0.18,-0.7,32,u
m,1996,5,2,9,1,8,10,1,-0.35,-0.03,46,u
f,1989,1,1,6,6,2,2,3,-0.1,-0.75,46,u
f,1962,1,1,12,1,1,11,3,-0.1,-0.43,46,u
f,1990,1,2,3,4,8,2,1,-0.03,-0.68,,u
f,1981,1,2,11,3,2,,1,0.03,-0.43,,u
f,1993,,,5,,,,,-0.1,-0.2,32,u
m,1986,1,2,8,,,2,1,-0.08,0.53,46,u
m,,1,2,6,2,2,11,1,0,0.23,,u
m,1987,1,2,3,2,2,,1,0.1,0.1,,u
m,1983,1,1,8,5,8,11,4,0.28,-0.83,,u
m,1994,3,2,9,1,2,2,1,0.05,-0.23,46,u
m,1994,3,2,9,1,2,2,3,-0.08,-0.08,,u
f,1991,1,4,3,1,2,2,1,-0.5,0,,u
m,1993,3,2,6,7,3,10,1,0.48,-0.6,46,u
f,1983,1,1,2,4,1,2,2,-0.13,-0.53,,u
m,1975,1,1,6,3,1,10,2,0.58,-0.83,32,u
f,1972,,,13,,,,,0.08,-0.5,,u
,,,,5,,,,,0.15,-0.13,,u
m,1994,3,2,6,5,8,6,1,-0.48,-0.25,68,u
f,1997,3,2,9,1,8,11,3,-0.4,-0.3,56,u
f,1964,1,1,1,2,8,10,1,-0.13,-0.5,12,u
f,1989,1,2,10,2,8,2,1,-0.18,-0.25,23,u
f,1975,1,1,7,3,2,2,3,-0.08,-0.23,61,u
m,1993,3,2,9,2,8,10,1,-0.28,0.55,,u
m,1987,3,2,16,3,2,2,3,-0.13,-0.43,61,u
f,1996,3,2,9,1,8,5,3,-0.28,-0.03,,u
m,1976,1,1,4,2,1,1,3,-0.1,-0.08,,u
f,1992,1,2,3,2,2,11,2,0.25,-0.05,7,u
f,1988,3,1,7,2,1,1,3,-0.08,-0.13,7,u
m,1973,1,1,3,4,1,,1,-0.35,0.03,,u
m,1997,5,2,9,1,1,3,2,0.55,-0.08,,u
m,1972,1,3,5,1,1,10,1,0,0.08,63,u
m,1971,1,3,6,7,3,10,2,0.13,-0.33,63,u
m,,5,1,8,2,8,2,3,0,-0.38,63,u
f,1989,1,2,2,2,8,2,2,0.1,-0.73,63,u
f,1985,1,1,2,4,1,2,1,-0.18,-0.45,63,u
m,1999,6,4,16,3,5,1,1,-0.18,-0.48,63,u
m,1987,3,2,6,7,8,11,3,0.05,-0.25,63,u
f,1994,3,4,5,1,1,2,1,-0.08,-0.33,63,u
f,,2,2,3,3,8,7,1,-0.68,0.05,,u
f,1994,3,2,9,2,6,3,2,-0.18,-0.43,63,u
m,1985,1,1,6,7,8,2,1,0.2,-0.63,,u
m,1990,1,2,6,4,9,11,3,-0.23,-0.33,63,u
f,1993,1,2,9,1,8,11,3,0.3,-0.73,63,u
f,1966,1,1,7,3,8,1,3,-0.1,-0.6,,u
m,1984,1,1,11,4,8,1,1,0.03,-0.28,68,u
f,1991,1,1,3,1,1,1,1,-0.25,-0.28,68,u
m,1985,1,1,7,2,8,2,1,-0.33,-0.55,,u
f,1996,3,2,9,1,1,11,1,-0.28,-0.45,9,u
f,1954,1,4,5,2,8,5,3,-0.33,-0.18,,u
f,1983,2,1,3,3,1,8,2,-0.03,-0.33,5,u
m,1991,1,1,6,2,1,11,1,-0.05,-0.13,5,u
f,1972,1,1,16,2,1,8,3,-0.1,-0.15,,u
f,1976,1,2,3,2,1,2,2,-0.35,0.05,5,u
m,1968,3,1,3,2,1,10,2,-0.38,-0.28,5,u
m,1990,1,1,8,2,1,2,1,-0.25,0.03,5,u
m,1984,1,2,13,1,1,5,2,-0.05,-0.03,63,u
m,1987,1,2,6,4,9,2,3,-0.13,-0.3,63,u
f,1970,1,3,2,2,1,8,1,-0.08,-0.68,,u
f,1991,1,2,2,1,8,11,3,-0.25,-0.8,63,u
f,1989,1,2,13,1,1,5,1,-0.43,0.18,26,u
m,,1,2,6,,9,,4,0.23,-0.45,46,u
f,,1,1,16,2,2,,1,-0.08,-0.1,46,u
m,2000,5,2,9,1,8,11,3,-0.08,-0.4,,u
m,1989,1,2,3,3,1,11,1,0,-0.2,46,u
m,1974,5,2,13,1,8,2,1,-0.33,-0.18,46,u
m,1976,1,1,8,2,8,2,2,0.1,-0.45,,u
m,1969,1,1,6,6,4,2,2,0.18,-0.28,46,u
m,1991,1,1,7,1,2,2,1,0.1,-0.2,46,u
f,1976,1,1,8,1,8,1,1,-0.15,-0.48,46,u
f,1994,1,2,9,1,8,1,1,-0.3,0.23,,u
m,1992,1,2,2,5,8,2,3,0.38,-0.23,46,u
m,1982,1,1,3,3,2,2,2,-0.18,-0.1,,u
m,1985,2,2,3,2,1,1,1,0.03,-0.35,,u
m,1992,1,2,6,4,1,2,3,0.23,-0.2,46,u
m,1993,3,2,9,1,2,11,3,-0.28,-0.6,,u
m,1987,1,1,8,1,1,2,1,0.15,-0.23,46,u
m,1968,6,1,13,1,2,3,1,-0.3,0.33,46,u
,,,,5,,,,,-0.15,-0.35,46,u
,,,,5,,,,,-0.1,-0.23,46,u
f,,,,5,,,,,-0.23,-0.03,,u
f,1985,1,1,1,6,2,11,3,0.15,0.28,46,u
f,1994,3,2,5,1,2,6,1,-0.18,0.2,,u
m,1991,3,2,14,2,1,3,2,-0.15,0.4,46,u
m,1991,3,2,14,1,2,3,1,-0.05,0.1,46,u
f,1984,1,1,3,5,2,1,1,0.05,0.25,,u
f,1993,3,2,5,1,2,1,3,-0.25,0.05,46,u
m,1980,1,2,13,1,9,1,3,-0.23,-0.4,,u
f,1991,1,2,2,1,1,6,3,-0.1,-0.05,46,u
m,1987,1,2,6,7,1,1,3,0.23,-0.4,46,u
f,1986,1,2,2,2,1,6,4,-0.5,-0.03,,u
f,1956,1,1,16,3,8,5,1,-0.1,-0.5,,u
f,1983,1,1,16,1,2,1,3,0,0.08,46,u
m,1994,3,2,9,1,8,11,4,-0.23,0.25,46,u
m,,1,2,5,2,8,2,3,0.43,-0.75,,u
m,1995,3,2,6,6,8,2,4,0.05,-0.65,46,u
m,1990,3,2,9,1,2,11,1,-0.05,-0.38,,u
m,1988,1,2,2,2,2,11,1,0.13,0.48,,u
m,1988,1,2,2,2,2,11,1,-0.1,0.58,,u
f,1966,1,4,7,5,8,11,1,0.25,-0.53,43,u
m,1968,1,3,5,1,9,3,2,-0.08,0.18,23,u
f,1969,1,1,3,2,1,2,1,-0.28,-0.28,,u
f,1954,1,1,5,2,2,2,1,0,0.03,,u
f,1984,2,1,1,2,2,11,1,-0.28,0.08,61,u
f,1985,1,1,2,3,9,10,3,-0.18,-0.48,,u
f,1974,1,3,5,2,2,2,2,-0.25,0.28,,u
m,1995,3,2,16,1,8,1,1,0.08,0.1,61,u
m,1989,1,1,6,5,8,2,3,-0.2,-0.4,46,u
m,1984,2,2,1,3,8,3,2,0.08,-0.25,61,u
m,,1,1,5,1,1,10,1,-0.08,0.15,61,u
m,1989,2,2,13,1,8,10,2,-0.2,-0.3,,u
m,1980,1,1,6,3,8,2,3,-0.08,-0.05,61,u
m,1951,1,1,7,3,9,2,1,-0.13,-0.38,61,u
f,1965,1,3,8,1,2,3,2,-0.6,-0.15,61,u
m,1993,6,2,6,2,9,10,4,-0.28,0.1,,u
m,1967,1,1,7,2,1,2,2,0.33,-0.7,53,u
f,,3,1,5,1,1,8,1,0.28,-0.5,53,u
m,1986,1,1,3,2,8,2,2,0,-0.55,53,u
m,1983,1,1,16,5,8,2,1,0.4,-0.38,53,u
m,,1,2,5,1,1,5,,-0.18,-0.03,,u
m,1959,2,1,3,2,1,5,1,-0.18,-0.3,,u
m,1992,1,2,6,2,8,2,1,0.35,-0.68,,u
f,1981,1,1,12,,1,2,1,-0.38,-0.1,53,u
m,1987,1,1,7,1,9,2,2,0,-0.05,53,u
m,,1,1,11,3,8,10,,0.15,0.1,,u
m,1962,5,1,5,2,1,5,2,-0.18,-0.25,53,u
m,1981,1,1,11,1,1,11,2,-0.15,-0.68,,u
m,1991,1,1,6,3,9,10,1,-0.35,0.55,53,u
m,,,,5,,,,,-0.23,-0.35,,u
m,1967,1,1,5,2,1,5,2,-0.03,-0.4,,u
m,1967,1,4,16,4,3,11,2,-0.15,-0.5,,u
m,1988,1,2,2,3,1,10,2,0.35,-0.6,53,u
m,1968,1,3,6,2,1,3,1,-0.4,0.05,53,u
m,1963,1,2,4,2,1,8,2,0.2,-0.35,,u
m,1979,1,1,16,2,1,11,1,-0.25,-0.23,53,u
m,1985,1,,16,4,9,2,1,0.13,-0.53,53,u
f,1983,1,1,3,6,2,1,1,-0.05,0.1,,u
m,1975,3,1,4,2,8,2,2,0.1,-0.23,53,u
m,1982,1,2,3,1,1,10,2,-0.08,0.15,53,u
f,1988,1,2,3,1,1,10,1,-0.68,0.1,53,u
m,1975,1,1,7,1,1,1,2,-0.5,-0.38,,u
m,1990,1,4,3,2,1,10,1,-0.5,0.1,,u
f,1973,1,1,8,3,1,11,2,-0.13,-0.68,59,u
f,,1,1,2,4,8,1,3,0.08,-0.18,,u
m,1981,2,1,1,2,8,10,2,-0.13,-0.45,59,u
m,1989,1,2,9,1,9,11,1,-0.2,-0.3,59,u
f,1994,3,2,7,1,1,11,4,-0.38,-0.2,59,u
f,1993,3,2,9,1,1,2,1,-0.25,-0.88,59,u
m,1984,1,2,3,2,1,10,3,-0.08,-0.68,59,u
f,1976,6,1,3,5,1,2,3,0.05,-0.4,59,u
m,1987,1,2,1,1,8,11,3,-0.13,-0.3,59,u
f,1992,1,2,3,1,8,11,3,-0.2,0.1,59,u
m,1993,3,2,9,2,1,2,2,-0.15,0.25,59,u
f,1959,1,1,12,1,8,10,1,-0.13,-0.23,,u
m,1989,1,2,2,3,8,3,2,-0.28,-0.18,,u
m,1989,1,2,2,1,8,1,3,-0.1,-0.08,65,u
m,1982,1,1,3,2,8,11,1,-0.15,-0.68,65,u
m,1982,2,3,14,5,8,10,3,0.18,-0.1,65,u
m,1982,1,1,3,3,8,10,1,-0.25,-0.63,65,u
f,,1,2,2,2,1,2,3,0.08,-0.63,65,u
m,,3,2,9,2,1,8,2,0.73,-0.23,65,u
f,,1,2,2,2,1,2,1,0.05,-0.58,,u
f,1997,3,2,9,2,8,11,2,-0.25,-0.18,65,u
m,1980,1,2,13,1,8,10,1,-0.28,-0.38,65,u
m,1980,3,2,13,1,8,10,1,-0.08,-0.2,65,u
m,1980,1,1,3,2,1,,1,-0.35,-0.2,,u
m,1991,1,2,2,3,1,10,2,-0.08,-0.6,65,u
f,1975,1,3,3,2,8,1,1,-0.1,-0.3,65,u
m,1976,1,1,16,3,1,1,3,0.08,-0.13,,u
m,1985,1,1,6,6,8,5,3,0.2,-0.6,65,u
m,1977,1,1,7,6,8,2,1,0,-0.53,65,u
m,1983,2,1,3,3,1,8,2,0.03,-0.35,65,u
f,1993,3,2,9,1,8,11,2,0.4,-0.48,,u
f,1974,1,3,7,7,1,5,1,0.08,-0.15,0,u
m,1991,1,2,6,6,1,2,1,-0.05,-0.4,32,u
f,1970,2,2,3,2,8,10,3,-0.1,-0.15,51,u
m,1986,3,4,16,3,8,10,1,-0.03,-0.7,63,u
m,1992,1,2,2,2,8,11,1,-0.03,-0.43,63,u
f,1983,2,1,10,6,8,11,2,-0.13,-0.48,0,u
f,1987,1,1,12,1,8,6,3,-0.2,-0.13,21,u
f,1989,1,1,9,2,2,11,1,-0.08,-0.28,61,u
f,1990,1,2,9,4,1,1,2,-0.2,-0.28,18,u
m,1969,1,1,7,7,1,5,1,0.25,-0.5,32,u
f,1992,3,4,16,3,9,2,1,-0.18,-0.68,,u
m,1980,1,2,2,4,8,2,1,-0.03,-0.43,32,u
m,1990,1,2,2,6,1,2,1,0.28,-0.55,32,u
m,1977,2,2,10,3,8,5,1,-0.05,-0.38,32,u
m,1978,1,2,16,2,8,10,2,-0.4,-0.6,,u
f,1983,1,1,12,1,1,11,1,-0.33,-0.15,32,u
m,1988,3,2,6,4,8,6,3,-0.25,-0.65,,u
m,1973,5,1,5,1,1,11,1,0.08,-0.23,32,u
f,1991,1,2,7,2,1,2,3,0.25,-0.45,32,u
f,1983,1,2,2,2,8,11,4,-0.18,-0.1,,u
f,1993,1,1,9,2,1,2,1,-0.43,0.15,,u
m,1992,1,2,6,6,8,6,1,0.1,-0.48,32,u
m,,3,2,5,1,8,10,1,0.2,-0.35,,u
m,1980,3,1,5,3,9,3,3,-0.15,0.15,,u
m,1970,3,1,8,1,1,10,2,-0.2,0.25,26,u
f,1977,1,2,11,6,1,2,1,-0.1,-0.38,32,u
m,,6,1,5,1,9,11,2,-0.4,0.4,,u
f,1982,3,2,16,2,1,2,1,-0.43,-0.48,,u
f,1991,1,2,10,1,1,10,1,-0.15,0.28,32,u
m,,1,1,6,,1,11,1,-0.08,-0.2,23,u
m,1980,1,1,5,4,9,1,1,-0.05,-0.3,12,u
f,1984,1,1,12,3,2,6,3,-0.38,-0.1,26,u
f,,1,2,6,3,1,11,3,-0.55,-0.18,26,u
f,1979,3,3,5,2,8,11,1,-0.43,-0.8,65,u
f,1989,1,2,3,4,9,5,,-0.18,-0.48,12,u
m,1981,1,2,6,4,8,2,1,0.43,0,23,u
f,1968,1,2,2,2,3,11,1,-0.25,-0.4,51,u
m,1991,1,2,8,6,1,1,1,-0.2,-0.65,0,u
m,1992,1,2,6,6,8,11,3,0,-0.05,0,u
f,1988,1,1,2,2,1,10,3,0.08,0,,u
f,1984,1,1,3,4,2,1,2,-0.3,0.23,,u
m,1961,2,1,7,7,8,2,1,0.1,-0.73,32,u
f,1967,1,3,2,2,8,11,1,-0.1,-0.23,32,u
m,1996,3,2,9,2,8,11,1,0.38,-0.58,32,u
f,1985,1,1,14,4,8,11,3,0.13,-0.35,32,u
f,1991,1,1,3,2,1,6,1,-0.4,0.18,,u
m,1990,1,2,7,7,8,9,2,0.05,-0.63,,u
m,1988,1,2,9,1,2,5,3,-0.15,0.15,46,u
m,1969,1,1,7,6,1,2,1,0.18,-0.3,,u
f,,,,5,,,,,-0.23,-0.65,,u
m,,1,4,16,5,8,6,2,-0.63,-0.85,32,u
m,1991,1,1,11,4,2,2,2,0.2,0.08,,u
m,1978,5,1,14,3,1,10,2,0.3,-0.53,14,u
m,1996,3,2,9,1,1,10,3,0.3,-0.15,26,u
m,1983,1,1,13,1,1,10,4,-0.15,-0.1,,u
m,1973,1,3,6,3,1,5,1,-0.03,0.03,,u
f,1988,1,2,16,1,8,3,1,-0.38,-0.5,59,u
f,1959,2,1,1,2,1,1,1,-0.13,-0.08,59,u
f,1995,3,2,9,1,1,11,3,-0.3,-0.25,59,u
m,1986,2,2,13,1,8,11,1,0.05,-0.6,59,u
f,1974,3,1,15,3,1,2,1,-0.18,-0.03,32,u
m,1990,3,2,6,3,8,10,2,0.4,-0.45,48,u
f,1990,3,1,2,1,1,1,1,-0.35,-0.1,,u
m,1972,1,1,16,2,9,3,1,-0.28,0.58,12,u
m,1987,3,2,6,1,8,2,1,-0.3,-0.55,74,u
f,1998,5,2,9,2,1,11,3,-0.08,-0.03,,u
m,1998,3,2,9,1,8,10,2,0.8,-0.8,23,u
f,1998,3,2,9,1,9,11,4,0.38,-0.4,,u
f,1997,5,2,9,1,2,1,1,-0.3,-0.28,,u
m,1998,5,2,9,1,1,11,1,-0.23,-0.3,5,u
f,1997,3,2,9,1,8,11,1,0.13,-0.3,51,u
f,1998,3,2,9,,1,11,3,-0.1,-0.13,,u
f,1985,1,2,16,2,1,11,1,0.03,-0.15,32,u
f,1998,5,2,9,1,8,11,3,-0.2,-0.18,32,u
m,1998,3,2,9,1,8,11,2,0.8,-0.8,32,u
m,,,2,16,3,9,11,3,-0.1,-0.63,,u
m,1998,3,2,9,1,1,6,3,-0.1,-0.18,7,u
m,,3,2,9,1,1,11,2,0.08,-0.8,9,u
m,1997,3,2,9,1,1,11,2,0.08,-0.8,9,u
,,,,5,,,,,0.8,-0.85,32,u
m,1997,5,2,9,1,8,2,2,0.13,-0.65,56,u
f,1998,3,2,9,1,1,11,3,-0.33,-0.15,65,u
m,1998,3,2,9,1,9,11,2,0.38,-0.78,,u
m,1972,1,1,7,7,1,1,2,0.03,-0.55,32,u
m,1981,1,1,14,3,2,6,3,-0.05,0.2,,u
m,1991,1,1,16,2,1,5,2,-0.33,0.08,,u
m,1993,3,2,9,6,8,11,2,-0.18,-0.15,35,u
m,1996,3,2,9,1,8,9,2,0.08,-0.55,9,u
f,1995,3,2,9,4,1,7,2,-0.25,-0.05,53,u
m,1996,3,2,9,1,2,2,1,-0.2,-0.05,61,u
